,hex_name,short_name,polys,lines,centroids,label_loc,long,lat
2023,836b40fffffffff,836b40,"POLYGON ((14.089998644073564 30.157400178728324, 13.456010047736617 30.093083557371273, 13.103639587393175 30.636375188418743, 13.380329937510998 31.24473429390782, 14.012055207072207 31.315134367127936, 14.369388745446562 30.771127548222456, 14.089998644073564 30.157400178728324))","LINESTRING (14.089998644073564 30.157400178728324, 13.456010047736617 30.093083557371273, 13.103639587393175 30.636375188418743, 13.380329937510998 31.24473429390782, 14.012055207072207 31.315134367127936, 14.369388745446562 30.771127548222456, 14.089998644073564 30.157400178728324)",POINT (13.736277009091344 30.702684977563955),"(13.736499994195126, 30.7037513683206)",13.736499994195126,30.7037513683206
2024,8352e8fffffffff,8352e8,"POLYGON ((14.101795814712878 47.80623464564673, 13.52222399879054 47.66174977289785, 13.164510722748775 48.074280602450976, 13.381647085914834 48.62790853527815, 13.955921649621171 48.77550585190785, 14.318348238702638 48.36641842826032, 14.101795814712878 47.80623464564673))","LINESTRING (14.101795814712878 47.80623464564673, 13.52222399879054 47.66174977289785, 13.164510722748775 48.074280602450976, 13.381647085914834 48.62790853527815, 13.955921649621171 48.77550585190785, 14.318348238702638 48.36641842826032, 14.101795814712878 47.80623464564673)",POINT (13.741603422748348 48.21795309995528),"(13.741840840731964, 48.22034951535565)",13.741840840731964,48.22034951535565
2025,8363a1fffffffff,8363a1,"POLYGON ((14.112614039253716 53.17603418096261, 13.56014736729262 53.0149444426343, 13.209067395710376 53.37648561296694, 13.406195804126689 53.895044612613816, 13.953007914922331 54.058164847398544, 14.308325018603796 53.700744423046196, 14.112614039253716 53.17603418096261))","LINESTRING (14.112614039253716 53.17603418096261, 13.56014736729262 53.0149444426343, 13.209067395710376 53.37648561296694, 13.406195804126689 53.895044612613816, 13.953007914922331 54.058164847398544, 14.308325018603796 53.700744423046196, 14.112614039253716 53.17603418096261)",POINT (13.75900527362903 53.53613691318724),"(13.759276456968589, 53.53861501800657)",13.759276456968589,53.53861501800657
2026,8360ebfffffffff,8360eb,"POLYGON ((13.71572226822748 68.07943293823246, 14.276961115457162 67.89050375867946, 14.364587203701833 67.3511231752265, 13.89566442417513 67.004149704953, 13.338623591818028 67.1915381719145, 13.246317392843872 67.72745620491133, 13.71572226822748 68.07943293823246))","LINESTRING (13.71572226822748 68.07943293823246, 14.276961115457162 67.89050375867946, 14.364587203701833 67.3511231752265, 13.89566442417513 67.004149704953, 13.338623591818028 67.1915381719145, 13.246317392843872 67.72745620491133, 13.71572226822748 68.07943293823246)",POINT (13.806597740102726 67.54159963359368),"(13.806372669094813, 67.53928969006893)",13.806372669094813,67.53928969006893
2027,836b46fffffffff,836b46,"POLYGON ((14.162772984503006 28.992942559789515, 13.526795144961554 28.934833683009895, 13.175841787439373 29.484365000218524, 13.456010047736617 30.093083557371273, 14.089998644073564 30.157400178728324, 14.44584543344413 29.60682263374144, 14.162772984503006 28.992942559789515))","LINESTRING (14.162772984503006 28.992942559789515, 13.526795144961554 28.934833683009895, 13.175841787439373 29.484365000218524, 13.456010047736617 30.093083557371273, 14.089998644073564 30.157400178728324, 14.44584543344413 29.60682263374144, 14.162772984503006 28.992942559789515)",POINT (13.810589925860715 29.544658781455134),"(13.810817251297447, 29.54559381697998)",13.810817251297447,29.54559381697998
2028,8352aafffffffff,8352aa,"POLYGON ((14.199345576602973 39.870103167571976, 13.587848121439807 39.75746616853771, 13.226920062397738 40.23780551514903, 13.472395243489814 40.828973184784985, 14.079636413542179 40.94627703475229, 14.445671223391429 40.46780184589377, 14.199345576602973 39.870103167571976))","LINESTRING (14.199345576602973 39.870103167571976, 13.587848121439807 39.75746616853771, 13.226920062397738 40.23780551514903, 13.472395243489814 40.828973184784985, 14.079636413542179 40.94627703475229, 14.445671223391429 40.46780184589377, 14.199345576602973 39.870103167571976)",POINT (13.836266615934196 40.35081574997268),"(13.836474716442977, 40.3528036805214)",13.836474716442977,40.3528036805214
2029,8352eefffffffff,8352ee,"POLYGON ((14.245935394886134 46.820861954726865, 13.661152167148346 46.67969818348164, 13.301688783053798 47.10175956306009, 13.52222399879054 47.66174977289785, 14.101795814712878 47.80623464564673, 14.466037403407451 47.387464774450095, 14.245935394886134 46.820861954726865))","LINESTRING (14.245935394886134 46.820861954726865, 13.661152167148346 46.67969818348164, 13.301688783053798 47.10175956306009, 13.52222399879054 47.66174977289785, 14.101795814712878 47.80623464564673, 14.466037403407451 47.387464774450095, 14.245935394886134 46.820861954726865)",POINT (13.884016779655893 47.242241512130576),"(13.884245987706176, 47.2446121687551)",13.884245987706176,47.2446121687551
2030,8360e3fffffffff,8360e3,"POLYGON ((13.806899488810537 70.66030952249079, 14.382261305384386 70.46809303246475, 14.477294808743135 69.90511220724491, 14.001401643987556 69.53795687362708, 13.430133339383376 69.72885293489382, 13.330672242030941 70.28824483965666, 13.806899488810537 70.66030952249079))","LINESTRING (13.806899488810537 70.66030952249079, 14.382261305384386 70.46809303246475, 14.477294808743135 69.90511220724491, 14.001401643987556 69.53795687362708, 13.430133339383376 69.72885293489382, 13.330672242030941 70.28824483965666, 13.806899488810537 70.66030952249079)",POINT (13.905068145382954 70.09897586894603),"(13.904845384011626, 70.09667852345078)",13.904845384011626,70.09667852345078
2031,8363a0fffffffff,8363a0,"POLYGON ((14.271718227654407 52.27717508344483, 13.713623007904086 52.11830103672266, 13.360005935167274 52.48918267562159, 13.56014736729262 53.0149444426343, 14.112614039253716 53.17603418096261, 14.470548377101125 52.80919698313103, 14.271718227654407 52.27717508344483))","LINESTRING (14.271718227654407 52.27717508344483, 13.713623007904086 52.11830103672266, 13.360005935167274 52.48918267562159, 13.56014736729262 53.0149444426343, 14.112614039253716 53.17603418096261, 14.470548377101125 52.80919698313103, 14.271718227654407 52.27717508344483)",POINT (13.91557178132849 52.64670638078234),"(13.915832695519878, 52.64918982937631)",13.915832695519878,52.64918982937631
2032,836344fffffffff,836344,"POLYGON ((13.850805508471867 64.07974628596888, 14.387472776545541 63.897258965084056, 14.462720904610496 63.39693468700971, 14.006274395088703 63.08230557642627, 13.473830426088767 63.262990838913204, 13.39362177816059 63.76011582670211, 13.850805508471867 64.07974628596888))","LINESTRING (13.850805508471867 64.07974628596888, 14.387472776545541 63.897258965084056, 14.462720904610496 63.39693468700971, 14.006274395088703 63.08230557642627, 13.473830426088767 63.262990838913204, 13.39362177816059 63.76011582670211, 13.850805508471867 64.07974628596888)",POINT (13.929393943614997 63.580791510257654),"(13.92916521559445, 63.57852525685591)",13.92916521559445,63.57852525685591
2033,835285fffffffff,835285,"POLYGON ((14.315500893913875 38.78075697374276, 13.699929002478115 38.67299051200706, 13.338656710434197 39.16212029762763, 13.587848121439807 39.75746616853771, 14.199345576602973 39.870103167571976, 14.565741490172128 39.38257824381035, 14.315500893913875 38.78075697374276))","LINESTRING (14.315500893913875 38.78075697374276, 13.699929002478115 38.67299051200706, 13.338656710434197 39.16212029762763, 13.587848121439807 39.75746616853771, 14.199345576602973 39.870103167571976, 14.565741490172128 39.38257824381035, 14.315500893913875 38.78075697374276)",POINT (13.952146523621684 39.270439962933835),"(13.95235123172311, 39.27234927071899)",13.95235123172311,39.27234927071899
2034,836318fffffffff,836318,"POLYGON ((14.354947479537625 56.44428277037958, 13.820044525116831 56.274934277143934, 13.473222460950172 56.60488650911831, 13.596276909726173 56.9352031845886, 13.599355555476055 57.123013908899594, 14.014618125945098 57.34152293473946, 14.423740809896815 56.99139374380298, 14.41599252251501 56.611547213073656, 14.354947479537625 56.44428277037958))","LINESTRING (14.354947479537625 56.44428277037958, 13.820044525116831 56.274934277143934, 13.473222460950172 56.60488650911831, 13.596276909726173 56.9352031845886, 13.599355555476055 57.123013908899594, 14.014618125945098 57.34152293473946, 14.423740809896815 56.99139374380298, 14.41599252251501 56.611547213073656, 14.354947479537625 56.44428277037958)",POINT (13.972156597568883 56.78711887028641),"(13.97764196140244, 56.77337519883113)",13.97764196140244,56.77337519883113
2035,8352e3fffffffff,8352e3,"POLYGON ((14.388078472354946 45.81958054310376, 13.798181900197672 45.68194954829483, 13.437140133851234 46.113542103964015, 13.661152167148346 46.67969818348164, 14.245935394886134 46.820861954726865, 14.61181606556952 46.392394178207255, 14.388078472354946 45.81958054310376))","LINESTRING (14.388078472354946 45.81958054310376, 13.798181900197672 45.68194954829483, 13.437140133851234 46.113542103964015, 13.661152167148346 46.67969818348164, 14.245935394886134 46.820861954726865, 14.61181606556952 46.392394178207255, 14.388078472354946 45.81958054310376)",POINT (14.024610584055495 46.250629718323275),"(14.02483209023561, 46.25296814108563)",14.02483209023561,46.25296814108563
2036,83630afffffffff,83630a,"POLYGON ((14.023425509693801 57.9111435353281, 13.61493421960814 58.2554110456957, 13.620834484559213 58.82500529912939, 14.037109877853014 59.05724573254614, 14.45124693013326 58.714084594717036, 14.443434146139944 58.13750988652482, 14.023425509693801 57.9111435353281))","LINESTRING (14.023425509693801 57.9111435353281, 13.61493421960814 58.2554110456957, 13.620834484559213 58.82500529912939, 14.037109877853014 59.05724573254614, 14.45124693013326 58.714084594717036, 14.443434146139944 58.13750988652482, 14.023425509693801 57.9111435353281)",POINT (14.032940608766529 58.48365056314798),"(14.032724596330954, 58.484747820206366)",14.032724596330954,58.484747820206366
2037,836309fffffffff,836309,"POLYGON ((14.041952217516531 59.63352386297617, 13.628775352573168 59.97048505352121, 13.63078614310214 60.5461632217438, 14.047557933421603 60.792006840230606, 14.466332341108247 60.45662595318616, 14.462712874197974 59.8737499561487, 14.041952217516531 59.63352386297617))","LINESTRING (14.041952217516531 59.63352386297617, 13.628775352573168 59.97048505352121, 13.63078614310214 60.5461632217438, 14.047557933421603 60.792006840230606, 14.466332341108247 60.45662595318616, 14.462712874197974 59.8737499561487, 14.041952217516531 59.63352386297617)",POINT (14.047478180348284 60.212313803884385),"(14.047223664628309, 60.21355550335369)",14.047223664628309,60.21355550335369
2038,836373fffffffff,836373,"POLYGON ((14.048292711269132 61.37399368404659, 13.630821374964318 61.70286073640156, 13.628822133519607 62.2836595308798, 14.045562860607083 62.54289670147767, 14.468557586531837 62.216089017167185, 14.469268191836274 61.6279098256989, 14.048292711269132 61.37399368404659))","LINESTRING (14.048292711269132 61.37399368404659, 13.630821374964318 61.70286073640156, 13.628822133519607 62.2836595308798, 14.045562860607083 62.54289670147767, 14.468557586531837 62.216089017167185, 14.469268191836274 61.6279098256989, 14.048292711269132 61.37399368404659)",POINT (14.049692788518724 61.95809163998087),"(14.049402832101299, 61.95947487678437)",14.049402832101299,61.95947487678437
2039,835284fffffffff,835284,"POLYGON ((14.427835621737403 37.67879676017746, 13.808384297699568 37.57610011512403, 13.446987766645893 38.073836592529965, 13.699929002478115 38.67299051200706, 14.315500893913875 38.78075697374276, 14.682029298190832 38.28435287649656, 14.427835621737403 37.67879676017746))","LINESTRING (14.427835621737403 37.67879676017746, 13.808384297699568 37.57610011512403, 13.446987766645893 38.073836592529965, 13.699929002478115 38.67299051200706, 14.315500893913875 38.78075697374276, 14.682029298190832 38.28435287649656, 14.427835621737403 37.67879676017746)",POINT (14.06443245430148 38.177271413353914),"(14.064634581627024, 38.179094734513264)",14.064634581627024,38.179094734513264
2040,83636cfffffffff,83636c,"POLYGON ((13.982569891315947 66.47389566805464, 14.533649174201054 66.28719334536663, 14.615138565636405 65.76268883190508, 14.150375492599034 65.42827120566731, 13.603493845145865 65.61331304617744, 13.51718820168777 66.13444558364291, 13.982569891315947 66.47389566805464))","LINESTRING (13.982569891315947 66.47389566805464, 14.533649174201054 66.28719334536663, 14.615138565636405 65.76268883190508, 14.150375492599034 65.42827120566731, 13.603493845145865 65.61331304617744, 13.51718820168777 66.13444558364291, 13.982569891315947 66.47389566805464)",POINT (14.06734939931813 65.95087148179032),"(14.067115747988833, 65.948567207774)",14.067115747988833,65.948567207774
2041,8363a6fffffffff,8363a6,"POLYGON ((14.430098175808585 51.36156223641239, 13.866410050915466 51.205095139424046, 13.510379283341708 51.58541622589842, 13.713623007904086 52.11830103672266, 14.271718227654407 52.27717508344483, 14.632145030600986 51.900809498822774, 14.430098175808585 51.36156223641239))","LINESTRING (14.430098175808585 51.36156223641239, 13.866410050915466 51.205095139424046, 13.510379283341708 51.58541622589842, 13.713623007904086 52.11830103672266, 14.271718227654407 52.27717508344483, 14.632145030600986 51.900809498822774, 14.430098175808585 51.36156223641239)",POINT (14.07154110564914 51.740628806407074),"(14.071791986175132, 51.7431128623606)",14.071791986175132,51.7431128623606
2042,8352e2fffffffff,8352e2,"POLYGON ((14.527955548152333 44.802628293438985, 13.93305632204589 44.66874401455113, 13.570617518145397 45.10984721920367, 13.798181900197672 45.68194954829483, 14.388078472354946 45.81958054310376, 14.755412107920163 45.3814203303615, 14.527955548152333 44.802628293438985))","LINESTRING (14.527955548152333 44.802628293438985, 13.93305632204589 44.66874401455113, 13.570617518145397 45.10984721920367, 13.798181900197672 45.68194954829483, 14.388078472354946 45.81958054310376, 14.755412107920163 45.3814203303615, 14.527955548152333 44.802628293438985)",POINT (14.163125231180103 45.2433343388534),"(14.163339595395875, 45.24563377478259)",14.163339595395875,45.24563377478259
2043,83631efffffffff,83631e,"POLYGON ((14.523527864405594 55.60130077551053, 13.982870346391318 55.4335256099196, 13.633119633428013 55.772493621322845, 13.820044525116831 56.274934277143934, 14.354947479537625 56.44428277037958, 14.708654161953412 56.109662282160755, 14.523527864405594 55.60130077551053))","LINESTRING (14.523527864405594 55.60130077551053, 13.982870346391318 55.4335256099196, 13.633119633428013 55.772493621322845, 13.820044525116831 56.274934277143934, 14.354947479537625 56.44428277037958, 14.708654161953412 56.109662282160755, 14.523527864405594 55.60130077551053)",POINT (14.171271039730662 55.938593048424224),"(14.171550367488162, 55.9410779517418)",14.171550367488162,55.9410779517418
2044,8352b1fffffffff,8352b1,"POLYGON ((14.53608632723083 36.56483112303176, 13.912963535337353 36.467397991098174, 13.55166742251433 36.97353042317657, 13.808384297699568 37.57610011512403, 14.427835621737403 37.67879676017746, 14.79426269917756 37.17371174951736, 14.53608632723083 36.56483112303176))","LINESTRING (14.53608632723083 36.56483112303176, 13.912963535337353 36.467397991098174, 13.55166742251433 36.97353042317657, 13.808384297699568 37.57610011512403, 14.427835621737403 37.67879676017746, 14.79426269917756 37.17371174951736, 14.53608632723083 36.56483112303176)",POINT (14.172865701664128 37.07189104197074),"(14.173066091170341, 37.07362108634696)",14.173066091170341,37.07362108634696
2045,8360eafffffffff,8360ea,"POLYGON ((14.095392064010175 68.98395498222428, 14.66075745074107 68.79355401353817, 14.749233784080905 68.24505991929868, 14.276961115457162 67.89050375867946, 13.71572226822748 68.07943293823246, 13.622638123146539 68.62440714431432, 14.095392064010175 68.98395498222428))","LINESTRING (14.095392064010175 68.98395498222428, 14.66075745074107 68.79355401353817, 14.749233784080905 68.24505991929868, 14.276961115457162 67.89050375867946, 13.71572226822748 68.07943293823246, 13.622638123146539 68.62440714431432, 14.095392064010175 68.98395498222428)",POINT (14.187070545510434 68.4370469787531),"(14.186836614734023, 68.4347335318065)",14.186836614734023,68.4347335318065
2046,83525bfffffffff,83525b,"POLYGON ((14.58751991009994 50.429203588635644, 14.018284716152609 50.27534042862812, 13.659974096558214 50.66518605233077, 13.866410050915466 51.205095139424046, 14.430098175808585 51.36156223641239, 14.792881812337855 50.97556994773355, 14.58751991009994 50.429203588635644))","LINESTRING (14.58751991009994 50.429203588635644, 14.018284716152609 50.27534042862812, 13.659974096558214 50.66518605233077, 13.866410050915466 51.205095139424046, 14.430098175808585 51.36156223641239, 14.792881812337855 50.97556994773355, 14.58751991009994 50.429203588635644)",POINT (14.22668999994689 50.81789843307267),"(14.226931139447945, 50.82037800003216)",14.226931139447945,50.82037800003216
2047,8352b0fffffffff,8352b0,"POLYGON ((14.639994696892922 35.43951825221225, 14.013421066367057 35.34753554958882, 13.65245370954752 35.86182603870679, 13.912963535337353 36.467397991098174, 14.53608632723083 36.56483112303176, 14.902174074154484 36.05129147093938, 14.639994696892922 35.43951825221225))","LINESTRING (14.639994696892922 35.43951825221225, 14.013421066367057 35.34753554958882, 13.65245370954752 35.86182603870679, 13.912963535337353 36.467397991098174, 14.53608632723083 36.56483112303176, 14.902174074154484 36.05129147093938, 14.639994696892922 35.43951825221225)",POINT (14.277191651311846 35.954929140373274),"(14.277391174034591, 35.956558754823085)",14.277391174034591,35.956558754823085
2048,8360e2fffffffff,8360e2,"POLYGON ((14.185481970632637 71.60821671655059, 14.764846081420952 71.41476784859451, 14.861067793744484 70.84287842070998, 14.382261305384386 70.46809303246475, 13.806899488810537 70.66030952249079, 13.706347979839576 71.22856567557838, 14.185481970632637 71.60821671655059))","LINESTRING (14.185481970632637 71.60821671655059, 14.764846081420952 71.41476784859451, 14.861067793744484 70.84287842070998, 14.382261305384386 70.46809303246475, 13.806899488810537 70.66030952249079, 13.706347979839576 71.22856567557838, 14.185481970632637 71.60821671655059)",POINT (14.284775660711873 71.03800967671238),"(14.284546294186287, 71.03572204814418)",14.284546294186287,71.03572204814418
2049,8352f5fffffffff,8352f5,"POLYGON ((14.665290584340795 43.77029006032109, 14.065512361959437 43.640367870061596, 13.70186715203609 44.090938788263784, 13.93305632204589 44.66874401455113, 14.527955548152333 44.802628293438985, 14.89654614400258 44.35480339159851, 14.665290584340795 43.77029006032109))","LINESTRING (14.665290584340795 43.77029006032109, 14.065512361959437 43.640367870061596, 13.70186715203609 44.090938788263784, 13.93305632204589 44.66874401455113, 14.527955548152333 44.802628293438985, 14.89654614400258 44.35480339159851, 14.665290584340795 43.77029006032109)",POINT (14.299294233313043 44.22061764325982),"(14.299502064803747, 44.22287108993115)",14.299502064803747,44.22287108993115
2050,836363fffffffff,836363,"POLYGON ((14.231328532565533 64.9129330274019, 14.772174022817405 64.72868435930691, 14.847778129158822 64.21920716316558, 14.387472776545541 63.897258965084056, 13.850805508471867 64.07974628596888, 13.77027643062988 64.58595311138365, 14.231328532565533 64.9129330274019))","LINESTRING (14.231328532565533 64.9129330274019, 14.772174022817405 64.72868435930691, 14.847778129158822 64.21920716316558, 14.387472776545541 63.897258965084056, 13.850805508471867 64.07974628596888, 13.77027643062988 64.58595311138365, 14.231328532565533 64.9129330274019)",POINT (14.310247940032255 64.40486665519687),"(14.310007214407197, 64.40258013727461)",14.310007214407197,64.40258013727461
2051,836313fffffffff,836313,"POLYGON ((14.69210520520482 54.7415264042845, 14.145696049657923 54.57549601220653, 13.79311028908422 54.923623184338126, 13.982870346391318 55.4335256099196, 14.523527864405594 55.60130077551053, 14.880152368772139 55.25747562485457, 14.69210520520482 54.7415264042845))","LINESTRING (14.69210520520482 54.7415264042845, 14.145696049657923 54.57549601220653, 13.79311028908422 54.923623184338126, 13.982870346391318 55.4335256099196, 14.523527864405594 55.60130077551053, 14.880152368772139 55.25747562485457, 14.69210520520482 54.7415264042845)",POINT (14.33700406838848 55.088047468998184),"(14.337272441589732, 55.090549404596345)",14.337272441589732,55.090549404596345
2052,8352b6fffffffff,8352b6,"POLYGON ((14.739309397159412 34.30356478721469, 14.109517818895618 34.2172114446264, 13.749110180599525 34.7393949749683, 14.013421066367057 35.34753554958882, 14.639994696892922 35.43951825221225, 15.005502024138691 34.917778341815655, 14.739309397159412 34.30356478721469))","LINESTRING (14.739309397159412 34.30356478721469, 14.109517818895618 34.2172114446264, 13.749110180599525 34.7393949749683, 14.013421066367057 35.34753554958882, 14.639994696892922 35.43951825221225, 15.005502024138691 34.917778341815655, 14.739309397159412 34.30356478721469)",POINT (14.377161564554163 34.82706442420587),"(14.377361116655267, 34.82858665839198)",14.377361116655267,34.82858665839198
2053,83525afffffffff,83525a,"POLYGON ((14.743738106580441 49.480142846206675, 14.169012426599956 49.32908593344315, 13.808566340166381 49.72852590168673, 14.018284716152609 50.27534042862812, 14.58751991009994 50.429203588635644, 14.952513745448979 50.03350100454328, 14.743738106580441 49.480142846206675))","LINESTRING (14.743738106580441 49.480142846206675, 14.169012426599956 49.32908593344315, 13.808566340166381 49.72852590168673, 14.018284716152609 50.27534042862812, 14.58751991009994 50.429203588635644, 14.952513745448979 50.03350100454328, 14.743738106580441 49.480142846206675)",POINT (14.380783978960736 49.878543829717856),"(14.381015727416948, 49.881013453115)",14.381015727416948,49.881013453115
2054,8352f4fffffffff,8352f4,"POLYGON ((14.799802193355099 42.72289931159838, 14.195281883319243 42.59715510799424, 13.830629756585076 43.05712721270655, 14.065512361959437 43.640367870061596, 14.665290584340795 43.77029006032109, 15.034932662338926 43.31285178461829, 14.799802193355099 42.72289931159838))","LINESTRING (14.799802193355099 42.72289931159838, 14.195281883319243 42.59715510799424, 13.830629756585076 43.05712721270655, 14.065512361959437 43.640367870061596, 14.665290584340795 43.77029006032109, 15.034932662338926 43.31285178461829, 14.799802193355099 42.72289931159838)",POINT (14.432845307900399 43.18278925911498),"(14.433047262245587, 43.18498949866242)",14.433047262245587,43.18498949866242
2055,83631dfffffffff,83631d,"POLYGON ((14.423740809896815 56.99139374380298, 14.014618125945098 57.34152293473946, 14.023425509693801 57.9111435353281, 14.443434146139944 58.13750988652482, 14.858282725500832 57.7882477627106, 14.847365507706412 57.21168679319125, 14.423740809896815 56.99139374380298))","LINESTRING (14.423740809896815 56.99139374380298, 14.014618125945098 57.34152293473946, 14.023425509693801 57.9111435353281, 14.443434146139944 58.13750988652482, 14.858282725500832 57.7882477627106, 14.847365507706412 57.21168679319125, 14.423740809896815 56.99139374380298)",POINT (14.436259935754448 57.56385364800286),"(14.436062532308224, 57.56488534872503)",14.436062532308224,57.56488534872503
2056,8360cdfffffffff,8360cd,"POLYGON ((14.364587203701833 67.3511231752265, 14.919803342506384 67.16281782236383, 15.001950476958088 66.62912784611505, 14.533649174201054 66.28719334536663, 13.982569891315947 66.47389566805464, 13.89566442417513 67.004149704953, 14.364587203701833 67.3511231752265))","LINESTRING (14.364587203701833 67.3511231752265, 14.919803342506384 67.16281782236383, 15.001950476958088 66.62912784611505, 14.533649174201054 66.28719334536663, 13.982569891315947 66.47389566805464, 13.89566442417513 67.004149704953, 14.364587203701833 67.3511231752265)",POINT (14.449985978490204 66.81895382387253),"(14.449742293307192, 66.81663877553402)",14.449742293307192,66.81663877553402
2057,836308fffffffff,836308,"POLYGON ((14.45124693013326 58.714084594717036, 14.037109877853014 59.05724573254614, 14.041952217516531 59.63352386297617, 14.462712874197974 59.8737499561487, 14.882540631938042 59.53193423801784, 14.875889754272974 58.94847673486242, 14.45124693013326 58.714084594717036))","LINESTRING (14.45124693013326 58.714084594717036, 14.037109877853014 59.05724573254614, 14.041952217516531 59.63352386297617, 14.462712874197974 59.8737499561487, 14.882540631938042 59.53193423801784, 14.875889754272974 58.94847673486242, 14.45124693013326 58.714084594717036)",POINT (14.459707882362304 59.293410046555756),"(14.459469678095726, 59.29458998528199)",14.459469678095726,59.29458998528199
2058,836371fffffffff,836371,"POLYGON ((14.468557586531837 62.216089017167185, 14.045562860607083 62.54289670147767, 14.04399744838334 62.83606549436749, 14.006274395088703 63.08230557642627, 14.462720904610492 63.396934687009725, 14.891256187779847 63.072447900098744, 14.893588367954978 62.478209753778316, 14.468557586531837 62.216089017167185))","LINESTRING (14.468557586531837 62.216089017167185, 14.045562860607083 62.54289670147767, 14.04399744838334 62.83606549436749, 14.006274395088703 63.08230557642627, 14.462720904610492 63.396934687009725, 14.891256187779847 63.072447900098744, 14.893588367954978 62.478209753778316, 14.468557586531837 62.216089017167185)",POINT (14.467441684033163 62.80495819803207),"(14.468769677574215, 62.68948109792258)",14.468769677574215,62.68948109792258
2059,836372fffffffff,836372,"POLYGON ((14.466332341108247 60.45662595318616, 14.047557933421603 60.792006840230606, 14.048292711269132 61.37399368404659, 14.469268191836274 61.6279098256989, 14.893671681783045 61.29436075187108, 14.891447767464205 60.70498920922289, 14.466332341108247 60.45662595318616))","LINESTRING (14.466332341108247 60.45662595318616, 14.047557933421603 60.792006840230606, 14.048292711269132 61.37399368404659, 14.469268191836274 61.6279098256989, 14.893671681783045 61.29436075187108, 14.891447767464205 60.70498920922289, 14.466332341108247 60.45662595318616)",POINT (14.470575671141725 61.041857663935225),"(14.470299476009082, 61.04318379605084)",14.470299476009082,61.04318379605084
2060,836b6bfffffffff,836b6b,"POLYGON ((14.83378796380702 33.15772420957398, 14.201023079456567 33.07716997371671, 13.841407628063244 33.60695467940931, 14.109517818895618 34.2172114446264, 14.739309397159412 34.30356478721469, 15.103993303029297 33.77390698262299, 14.83378796380702 33.15772420957398))","LINESTRING (14.83378796380702 33.15772420957398, 14.201023079456567 33.07716997371671, 13.841407628063244 33.60695467940931, 14.109517818895618 34.2172114446264, 14.739309397159412 34.30356478721469, 15.103993303029297 33.77390698262299, 14.83378796380702 33.15772420957398)",POINT (14.472534401464479 33.689022657305706),"(14.47273490169032, 33.69043083101615)",14.47273490169032,33.69043083101615
2061,836312fffffffff,836312,"POLYGON ((14.860474577416293 53.86485170959341, 14.308325018603796 53.700744423046196, 13.953007914922331 54.058164847398544, 14.145696049657923 54.57549601220653, 14.69210520520482 54.7415264042845, 15.051543526627409 54.38835125526949, 14.860474577416293 53.86485170959341))","LINESTRING (14.860474577416293 53.86485170959341, 14.308325018603796 53.700744423046196, 13.953007914922331 54.058164847398544, 14.145696049657923 54.57549601220653, 14.69210520520482 54.7415264042845, 15.051543526627409 54.38835125526949, 14.860474577416293 53.86485170959341)",POINT (14.502635769274713 54.22074297055257),"(14.502893314340579, 54.223258051334014)",14.502893314340579,54.223258051334014
2062,8352edfffffffff,8352ed,"POLYGON ((14.898496538444663 48.51446194271654, 14.318348238702638 48.36641842826032, 13.955921649621171 48.77550585190785, 14.169012426599956 49.32908593344315, 14.743738106580441 49.480142846206675, 15.110784431748668 49.07466256244803, 14.898496538444663 48.51446194271654))","LINESTRING (14.898496538444663 48.51446194271654, 14.318348238702638 48.36641842826032, 13.955921649621171 48.77550585190785, 14.169012426599956 49.32908593344315, 14.743738106580441 49.480142846206675, 15.110784431748668 49.07466256244803, 14.898496538444663 48.51446194271654)",POINT (14.533577694828965 48.92263033438716),"(14.533800459135591, 48.925084207177946)",14.533800459135591,48.925084207177946
2063,836b6afffffffff,836b6a,"POLYGON ((14.923198694549553 32.00279476431066, 14.287716277218145 31.928199021415427, 13.92912581670429 32.46526669022789, 14.201023079456567 33.07716997371671, 14.83378796380702 33.15772420957398, 15.197404767355088 32.620458483839165, 14.923198694549553 32.00279476431066))","LINESTRING (14.923198694549553 32.00279476431066, 14.287716277218145 31.928199021415427, 13.92912581670429 32.46526669022789, 14.201023079456567 33.07716997371671, 14.83378796380702 33.15772420957398, 15.197404767355088 32.620458483839165, 14.923198694549553 32.00279476431066)",POINT (14.56307865946306 32.541574816108394),"(14.56328104712284, 32.542862587033525)",14.56328104712284,32.542862587033525
2064,8352a9fffffffff,8352a9,"POLYGON ((14.931204972867537 41.660839518350876, 14.322092949649084 41.539488743750994, 13.956641723758002 42.0087708253701, 14.195281883319243 42.59715510799424, 14.799802193355099 42.72289931159838, 15.170281321601204 42.25592375341535, 14.931204972867537 41.660839518350876))","LINESTRING (14.931204972867537 41.660839518350876, 14.322092949649084 41.539488743750994, 13.956641723758002 42.0087708253701, 14.195281883319243 42.59715510799424, 14.799802193355099 42.72289931159838, 15.170281321601204 42.25592375341535, 14.931204972867537 41.660839518350876)",POINT (14.56350160792453 42.13020765061824),"(14.563698383637995, 42.132347289392726)",14.563698383637995,42.132347289392726
