,hex_name,short_name,polys,lines,centroids,label_loc,long,lat
304,83a281fffffffff,83a281,"POLYGON ((-27.214506528601927 47.57911941848569, -26.581619540306196 47.56791565252472, -26.32166433671013 46.97582261293793, -26.678348025904103 46.39509847490274, -27.296388183282424 46.40860297021261, -27.554491352694672 47.0061617349956, -27.375609107654533 47.296122782767334, -27.214506528601927 47.57911941848569))","LINESTRING (-27.214506528601927 47.57911941848569, -26.581619540306196 47.56791565252472, -26.32166433671013 46.97582261293793, -26.678348025904103 46.39509847490274, -27.296388183282424 46.40860297021261, -27.554491352694672 47.0061617349956, -27.375609107654533 47.296122782767334, -27.214506528601927 47.57911941848569)",POINT (-26.939113705375476 46.98898913485879),"(-26.93813181168836, 46.99099217396677)",-26.93813181168836,46.99099217396677
305,83a28cfffffffff,83a28c,"POLYGON ((-26.581619540306207 47.56791565252475, -27.214506528601927 47.57911941848569, -27.523910953898213 48.16023278451761, -27.1958600293903 48.73070158438496, -26.5586412681775 48.712945231013386, -26.253795248655504 48.13131343697521, -26.581619540306207 47.56791565252475))","LINESTRING (-26.581619540306207 47.56791565252475, -27.214506528601927 47.57911941848569, -27.523910953898213 48.16023278451761, -27.1958600293903 48.73070158438496, -26.5586412681775 48.712945231013386, -26.253795248655504 48.13131343697521, -26.581619540306207 47.56791565252475)",POINT (-26.888892468506565 48.14793185382093),"(-26.88879300797995, 48.14577311074641)",-26.88879300797995,48.14577311074641
306,83a28dfffffffff,83a28d,"POLYGON ((-26.5586412681775 48.712945231013386, -27.1958600293903 48.73070158438496, -27.502496335006047 49.32295731714428, -27.1673547239118 49.89771685821987, -26.52600737513731 49.87324778666628, -26.223917493677728 49.2807694454396, -26.5586412681775 48.712945231013386))","LINESTRING (-26.5586412681775 48.712945231013386, -27.1958600293903 48.73070158438496, -27.502496335006047 49.32295731714428, -27.1673547239118 49.89771685821987, -26.52600737513731 49.87324778666628, -26.223917493677728 49.2807694454396, -26.5586412681775 48.712945231013386)",POINT (-26.863224191224017 49.30392634978974),"(-26.863123929755787, 49.30186338129194)",-26.863123929755787,49.30186338129194
307,83a2f2fffffffff,83a2f2,"POLYGON ((-26.52600737513731 49.87324778666628, -27.1673547239118 49.89771685821987, -27.470934320406002 50.50086390529196, -27.12862876866648 51.07949032396625, -26.483370298985534 51.048160718194474, -26.18431303385513 50.44509918227232, -26.52600737513731 49.87324778666628))","LINESTRING (-26.52600737513731 49.87324778666628, -27.1673547239118 49.89771685821987, -27.470934320406002 50.50086390529196, -27.12862876866648 51.07949032396625, -26.483370298985534 51.048160718194474, -26.18431303385513 50.44509918227232, -26.52600737513731 49.87324778666628)",POINT (-26.82762016736651 50.474939504844755),"(-26.82752012781257, 50.47298154378214)",-26.82752012781257,50.47298154378214
308,83ab83fffffffff,83ab83,"POLYGON ((-26.5315477448729 62.92568693951885, -27.20035697796007 63.0281367747099, -27.456639093450555 63.72699156877724, -27.040772508323474 64.31957665812436, -26.371073007841296 64.20966348940514, -26.11809505119894 63.51460642234391, -26.5315477448729 62.92568693951885))","LINESTRING (-26.5315477448729 62.92568693951885, -27.20035697796007 63.0281367747099, -27.456639093450555 63.72699156877724, -27.040772508323474 64.31957665812436, -26.371073007841296 64.20966348940514, -26.11809505119894 63.51460642234391, -26.5315477448729 62.92568693951885)",POINT (-26.787319552664695 63.621158007429074),"(-26.787221052963005, 63.62079899556058)",-26.787221052963005,63.62079899556058
309,83a2f3fffffffff,83a2f3,"POLYGON ((-26.483370298985534 51.048160718194474, -27.12862876866648 51.07949032396625, -27.42886538803237 51.693237251435676, -27.079340010362408 52.27527972528529, -26.430401894391792 52.23695554673604, -26.13465066296118 51.623613451472146, -26.483370298985534 51.048160718194474))","LINESTRING (-26.483370298985534 51.048160718194474, -27.12862876866648 51.07949032396625, -27.42886538803237 51.693237251435676, -27.079340010362408 52.27527972528529, -26.430401894391792 52.23695554673604, -26.13465066296118 51.623613451472146, -26.483370298985534 51.048160718194474)",POINT (-26.78173532448333 51.6602691726989),"(-26.78163635540048, 51.658425351453914)",-26.78163635540048,51.658425351453914
310,83a2c6fffffffff,83a2c6,"POLYGON ((-26.430401894391792 52.23695554673604, -27.079340010362408 52.27527972528529, -27.375951611297886 52.89929432476186, -27.01916946534207 53.48427632302596, -26.36679679126865 53.43883873448975, -26.074620103461164 52.81555821636123, -26.430401894391792 52.23695554673604))","LINESTRING (-26.430401894391792 52.23695554673604, -27.079340010362408 52.27527972528529, -27.375951611297886 52.89929432476186, -27.01916946534207 53.48427632302596, -26.36679679126865 53.43883873448975, -26.074620103461164 52.81555821636123, -26.430401894391792 52.23695554673604)",POINT (-26.72524585437778 52.85914701012618),"(-26.725148622071398, 52.85742627056155)",-26.725148622071398,52.85742627056155
311,83aa11fffffffff,83aa11,"POLYGON ((-26.502640890930913 70.21677162360176, -27.17136090568503 70.36130066946342, -27.39241134378089 71.08644053607456, -26.94273601258376 71.6613478206592, -26.274980216839236 71.50998920295028, -26.055901892385563 70.7904979130523, -26.502640890930913 70.21677162360176))","LINESTRING (-26.502640890930913 70.21677162360176, -27.17136090568503 70.36130066946342, -27.39241134378089 71.08644053607456, -26.94273601258376 71.6613478206592, -26.274980216839236 71.50998920295028, -26.055901892385563 70.7904979130523, -26.502640890930913 70.21677162360176)",POINT (-26.724252805521616 70.93776483093926),"(-26.72413088877353, 70.93846922456343)",-26.72413088877353,70.93846922456343
312,83a2c0fffffffff,83a2c0,"POLYGON ((-26.36679679126865 53.43883873448975, -27.01916946534207 53.48427632302596, -27.311880208499147 54.11818558441892, -26.94782480246369 54.705606440053984, -26.29227575322909 54.6529531674407, -26.00393531001306 54.02011572206794, -26.36679679126865 53.43883873448975))","LINESTRING (-26.36679679126865 53.43883873448975, -27.01916946534207 53.48427632302596, -27.311880208499147 54.11818558441892, -26.94782480246369 54.705606440053984, -26.29227575322909 54.6529531674407, -26.00393531001306 54.02011572206794, -26.36679679126865 53.43883873448975)",POINT (-26.657852634758843 54.07073965370915),"(-26.657757618672136, 54.069150653243426)",-26.657757618672136,54.069150653243426
313,83ab8efffffffff,83ab8e,"POLYGON ((-26.371073007841296 64.20966348940514, -27.040772508323474 64.31957665812436, -27.291080558636647 65.02367314720361, -26.86854330215775 65.61368951394762, -26.198285723283064 65.49639326313101, -25.95108776940477 64.79643556110827, -26.371073007841296 64.20966348940514))","LINESTRING (-26.371073007841296 64.20966348940514, -27.040772508323474 64.31957665812436, -27.291080558636647 65.02367314720361, -26.86854330215775 65.61368951394762, -26.198285723283064 65.49639326313101, -25.95108776940477 64.79643556110827, -26.371073007841296 64.20966348940514)",POINT (-26.62104919601332 64.91022833645012),"(-26.620951161343214, 64.91005435415593)",-26.620951161343214,64.91005435415593
314,83a2c1fffffffff,83a2c1,"POLYGON ((-26.29227575322909 54.6529531674407, -26.94782480246369 54.705606440053984, -27.23636707078401 55.348996916752625, -26.86504377618414 55.938333719460886, -26.206588984770878 55.87838032757257, -25.92233774663481 55.23640628471758, -26.29227575322909 54.6529531674407))","LINESTRING (-26.29227575322909 54.6529531674407, -26.94782480246369 54.705606440053984, -27.23636707078401 55.348996916752625, -26.86504377618414 55.938333719460886, -26.206588984770878 55.87838032757257, -25.92233774663481 55.23640628471758, -26.29227575322909 54.6529531674407)",POINT (-26.579284626609095 55.294150585402015),"(-26.579192118414134, 55.2927016007351)",-26.579192118414134,55.2927016007351
315,83a2ccfffffffff,83a2cc,"POLYGON ((-26.206588984770878 55.87838032757257, -26.86504377618414 55.938333719460886, -27.149160212391322 56.59075230671588, -26.77059755281947 57.18146210970428, -26.109519332256088 57.114143168049495, -25.829599585246658 56.463490766776275, -26.206588984770878 55.87838032757257))","LINESTRING (-26.206588984770878 55.87838032757257, -26.86504377618414 55.938333719460886, -27.149160212391322 56.59075230671588, -26.77059755281947 57.18146210970428, -26.109519332256088 57.114143168049495, -25.829599585246658 56.463490766776275, -26.206588984770878 55.87838032757257)",POINT (-26.48930219308859 56.52842270652575),"(-26.48921229974941, 56.52712153674608)",-26.48921229974941,56.52712153674608
316,83bc8efffffffff,83bc8e,"POLYGON ((-26.789182708755188 35.934048010028064, -26.146441230259178 35.95158423447887, -25.823689030195535 35.32778154685141, -26.14402099501761 34.68322452647565, -26.788005736497603 34.66183615021508, -27.11044443801118 35.28886024281192, -26.789182708755188 35.934048010028064))","LINESTRING (-26.789182708755188 35.934048010028064, -26.146441230259178 35.95158423447887, -25.823689030195535 35.32778154685141, -26.14402099501761 34.68322452647565, -26.788005736497603 34.66183615021508, -27.11044443801118 35.28886024281192, -26.789182708755188 35.934048010028064)",POINT (-26.46731964231072 35.30759643080782),"(-26.46705743950747, 35.30832089483167)",-26.46705743950747,35.30832089483167
317,83bc83fffffffff,83bc83,"POLYGON ((-26.779070330301305 37.20011848728077, -26.13782300286401 37.213822376689436, -25.821263158992657 36.59131601404425, -26.146441230259178 35.95158423447887, -26.789182708755188 35.934048010028064, -27.105280138721547 36.56008202989745, -26.779070330301305 37.20011848728077))","LINESTRING (-26.779070330301305 37.20011848728077, -26.13782300286401 37.213822376689436, -25.821263158992657 36.59131601404425, -26.146441230259178 35.95158423447887, -26.789182708755188 35.934048010028064, -27.105280138721547 36.56008202989745, -26.779070330301305 37.20011848728077)",POINT (-26.463533604545525 36.57481301220134),"(-26.463260950993963, 36.57569902197085)",-26.463260950993963,36.57569902197085
318,83bc88fffffffff,83bc88,"POLYGON ((-26.788005736497603 34.66183615021508, -26.14402099501761 34.68322452647565, -25.815127858147843 34.058731791813734, -26.130419472283847 33.40994959203146, -26.775392174376375 33.384700520731805, -27.104115313877024 34.0120947383787, -26.788005736497603 34.66183615021508))","LINESTRING (-26.788005736497603 34.66183615021508, -26.14402099501761 34.68322452647565, -25.815127858147843 34.058731791813734, -26.130419472283847 33.40994959203146, -26.775392174376375 33.384700520731805, -27.104115313877024 34.0120947383787, -26.788005736497603 34.66183615021508)",POINT (-26.459868256053703 34.03485455356983),"(-26.459615272958143, 34.03541326509622)",-26.459615272958143,34.03541326509622
319,83bc82fffffffff,83bc82,"POLYGON ((-26.757856489352875 38.45886564046602, -26.11834892585865 38.468767952996814, -25.808010739850577 37.8481512385803, -26.13782300286401 37.213822376689436, -26.779070330301305 37.20011848728077, -27.088792611960244 37.824553903891555, -26.757856489352875 38.45886564046602))","LINESTRING (-26.757856489352875 38.45886564046602, -26.11834892585865 38.468767952996814, -25.808010739850577 37.8481512385803, -26.13782300286401 37.213822376689436, -26.779070330301305 37.20011848728077, -27.088792611960244 37.824553903891555, -26.757856489352875 38.45886564046602)",POINT (-26.448675321786485 37.83531005883602),"(-26.44839114078407, 37.83635257123593)",-26.44839114078407,37.83635257123593
320,83ab88fffffffff,83ab88,"POLYGON ((-26.198285723283064 65.49639326313101, -26.86854330215775 65.61368951394762, -27.112752863617878 66.32232459185538, -26.683767013351826 66.90916050587377, -26.013285990113992 66.78458433873831, -25.771978467992042 66.08041811667306, -26.198285723283064 65.49639326313101))","LINESTRING (-26.198285723283064 65.49639326313101, -26.86854330215775 65.61368951394762, -27.112752863617878 66.32232459185538, -26.683767013351826 66.90916050587377, -26.013285990113992 66.78458433873831, -25.771978467992042 66.08041811667306, -26.198285723283064 65.49639326313101)",POINT (-26.44234718263207 66.20135881968831),"(-26.44224869316863, 66.20137135426421)",-26.44224869316863,66.20137135426421
321,83bc89fffffffff,83bc89,"POLYGON ((-26.775392174376375 33.384700520731805, -26.130419472283847 33.40994959203146, -25.79545944407468 32.78538266653154, -26.105535440202853 32.132994520174805, -26.751237291168668 32.10388771079161, -27.086164634716816 32.73102423564897, -26.775392174376375 33.384700520731805))","LINESTRING (-26.775392174376375 33.384700520731805, -26.130419472283847 33.40994959203146, -25.79545944407468 32.78538266653154, -26.105535440202853 32.132994520174805, -26.751237291168668 32.10388771079161, -27.086164634716816 32.73102423564897, -26.775392174376375 33.384700520731805)",POINT (-26.441055412630355 32.75781380345935),"(-26.440810288504483, 32.75820345109025)",-26.440810288504483,32.75820345109025
322,83bc95fffffffff,83bc95,"POLYGON ((-26.725767481525942 39.70914938613766, -26.08823921082608 39.715291391563866, -25.784130581723286 39.09714152745627, -26.11834892585865 38.468767952996814, -26.757856489352875 38.45886564046602, -27.061192038819833 39.08110869499072, -26.725767481525942 39.70914938613766))","LINESTRING (-26.725767481525942 39.70914938613766, -26.08823921082608 39.715291391563866, -25.784130581723286 39.09714152745627, -26.11834892585865 38.468767952996814, -26.757856489352875 38.45886564046602, -27.061192038819833 39.08110869499072, -26.725767481525942 39.70914938613766)",POINT (-26.422949091887748 39.08793190653131),"(-26.422652482148592, 39.089125111223495)",-26.422652482148592,39.089125111223495
323,83bcd4fffffffff,83bcd4,"POLYGON ((-26.751237291168668 32.10388771079161, -26.105535440202853 32.132994520174805, -25.76460547749702 31.508975296450824, -26.069310680434143 30.853616144948525, -26.715480299239662 30.82066616990315, -27.056508004408503 31.446913004640923, -26.751237291168668 32.10388771079161))","LINESTRING (-26.751237291168668 32.10388771079161, -26.105535440202853 32.132994520174805, -25.76460547749702 31.508975296450824, -26.069310680434143 30.853616144948525, -26.715480299239662 30.82066616990315, -27.056508004408503 31.446913004640923, -26.751237291168668 32.10388771079161)",POINT (-26.410799852908706 31.477725935529836),"(-26.410561124964858, 31.477944150545873)",-26.410561124964858,31.477944150545873
324,83a2cdfffffffff,83a2cd,"POLYGON ((-26.109519332256088 57.114143168049495, -26.77059755281947 57.18146210970428, -27.050043083593756 57.842417250044186, -26.664293870403135 58.43393957626348, -26.000885321347553 58.35920969153345, -25.725526770366596 57.70037374564121, -26.109519332256088 57.114143168049495))","LINESTRING (-26.109519332256088 57.114143168049495, -26.77059755281947 57.18146210970428, -27.050043083593756 57.842417250044186, -26.664293870403135 58.43393957626348, -26.000885321347553 58.35920969153345, -25.725526770366596 57.70037374564121, -26.109519332256088 57.114143168049495)",POINT (-26.387700282711815 57.77254162687686),"(-26.387612933680046, 57.7713954978427)",-26.387612933680046,57.7713954978427
325,83bc94fffffffff,83bc94,"POLYGON ((-26.68306543229962 40.949877103047534, -26.04774914941972 40.952310064858, -25.749857475593767 40.337185214316705, -26.08823921082608 39.715291391563866, -26.725767481525942 39.70914938613766, -27.022726142558824 40.32862421031554, -26.68306543229962 40.949877103047534))","LINESTRING (-26.68306543229962 40.949877103047534, -26.04774914941972 40.952310064858, -25.749857475593767 40.337185214316705, -26.08823921082608 39.715291391563866, -26.725767481525942 39.70914938613766, -27.022726142558824 40.32862421031554, -26.68306543229962 40.949877103047534)",POINT (-26.38659594876285 40.3315673153272),"(-26.386286201508213, 40.33290471231612)",-26.386286201508213,40.33290471231612
326,83bcd5fffffffff,83bcd5,"POLYGON ((-26.715480299239662 30.82066616990315, -26.069310680434143 30.853616144948525, -25.722530701448736 30.23076889419153, -26.021730932560214 29.57308572211787, -26.6681053345007 29.53631876954611, -27.015105988367758 30.161043518685364, -26.715480299239662 30.82066616990315))","LINESTRING (-26.715480299239662 30.82066616990315, -26.069310680434143 30.853616144948525, -25.722530701448736 30.23076889419153, -26.021730932560214 29.57308572211787, -26.6681053345007 29.53631876954611, -27.015105988367758 30.161043518685364, -26.715480299239662 30.82066616990315)",POINT (-26.36906428488849 30.195860815662872),"(-26.368830418275536, 30.195906206438448)",-26.368830418275536,30.195906206438448
327,83a2b6fffffffff,83a2b6,"POLYGON ((-26.630045435519488 42.18000859428387, -25.99716631679066 42.178793174584214, -25.705459562134735 41.56722982543892, -26.04774914941972 40.952310064858, -26.68306543229962 40.949877103047534, -26.973677432006717 41.56602856551121, -26.630045435519488 42.18000859428387))","LINESTRING (-26.630045435519488 42.18000859428387, -25.99716631679066 42.178793174584214, -25.705459562134735 41.56722982543892, -26.04774914941972 40.952310064858, -26.68306543229962 40.949877103047534, -26.973677432006717 41.56602856551121, -26.630045435519488 42.18000859428387)",POINT (-26.339890972825142 41.56515471171938),"(-26.352941942333512, 41.25916931518461)",-26.352941942333512,41.25916931518461
328,83a2b0fffffffff,83a2b0,"POLYGON ((-26.56703246319321 43.39856036352829, -25.93680755098295 43.39376596263812, -25.651235450668768 42.78627659688373, -25.99716631679066 42.178793174584214, -26.630045435519488 42.18000859428387, -26.914360185705846 42.79230484461882, -26.56703246319321 43.39856036352829))","LINESTRING (-26.56703246319321 43.39856036352829, -25.93680755098295 43.39376596263812, -25.651235450668768 42.78627659688373, -25.99716631679066 42.178793174584214, -26.630045435519488 42.18000859428387, -26.914360185705846 42.79230484461882, -26.56703246319321 43.39856036352829)",POINT (-26.2831403476674 42.78768677255327),"(-26.28280647467342, 42.789290720751275)",-26.28280647467342,42.789290720751275
329,83abb2fffffffff,83abb2,"POLYGON ((-26.000885321347553 58.35920969153345, -26.664293870403135 58.43393957626348, -26.93883768485057 59.102902897866656, -26.54597997144204 59.6946625243168, -25.880543972535836 59.61249721741428, -25.609961893056113 58.946007368994465, -26.000885321347553 58.35920969153345))","LINESTRING (-26.000885321347553 58.35920969153345, -26.664293870403135 58.43393957626348, -26.93883768485057 59.102902897866656, -26.54597997144204 59.6946625243168, -25.880543972535836 59.61249721741428, -25.609961893056113 58.946007368994465, -26.000885321347553 58.35920969153345)",POINT (-26.274311417752585 59.02543966143205),"(-26.274226376328958, 59.024455133430564)",-26.274226376328958,59.024455133430564
330,83ab89fffffffff,83ab89,"POLYGON ((-26.013285990113992 66.78458433873831, -26.683767013351826 66.90916050587377, -26.921778606410562 67.6216143956898, -26.48659278801639 68.20466649321065, -25.816223896317993 68.07293596067625, -25.580893134599506 67.3652679421107, -26.013285990113992 66.78458433873831))","LINESTRING (-26.013285990113992 66.78458433873831, -26.683767013351826 66.90916050587377, -26.921778606410562 67.6216143956898, -26.48659278801639 68.20466649321065, -25.816223896317993 68.07293596067625, -25.580893134599506 67.3652679421107, -26.013285990113992 66.78458433873831)",POINT (-26.25133776296191 67.49324172328329),"(-26.251237884185365, 67.49344116890026)",-26.251237884185365,67.49344116890026
331,83a2b1fffffffff,83a2b1,"POLYGON ((-26.49437810352319 44.60460917741706, -25.867015764006496 44.59631322069351, -25.587511143886033 43.99338430807782, -25.93680755098295 43.39376596263812, -26.56703246319321 43.39856036352829, -26.84511723369001 44.0064950518521, -26.49437810352319 44.60460917741706))","LINESTRING (-26.49437810352319 44.60460917741706, -25.867015764006496 44.59631322069351, -25.587511143886033 43.99338430807782, -25.93680755098295 43.39376596263812, -26.56703246319321 43.39856036352829, -26.84511723369001 44.0064950518521, -26.49437810352319 44.60460917741706)",POINT (-26.216678218502825 43.998214315031255),"(-26.216334355286072, 43.99993967996496)",-26.216334355286072,43.99993967996496
332,83abb3fffffffff,83abb3,"POLYGON ((-25.880543972535836 59.61249721741428, -26.54597997144204 59.6946625243168, -26.81540742031835 60.37107090958824, -26.41554524836808 60.962480901203705, -25.74839333691272 60.872877308686945, -25.482786816973643 60.199295876000974, -25.880543972535836 59.61249721741428))","LINESTRING (-25.880543972535836 59.61249721741428, -26.54597997144204 59.6946625243168, -26.81540742031835 60.37107090958824, -26.41554524836808 60.962480901203705, -25.74839333691272 60.872877308686945, -25.482786816973643 60.199295876000974, -25.880543972535836 59.61249721741428)",POINT (-26.14900842854624 60.28600051205765),"(-26.148925307302605, 60.28518339279461)",-26.148925307302605,60.28518339279461
333,83a284fffffffff,83a284,"POLYGON ((-26.412457184214926 45.79729490159955, -25.788156640389417 45.78558208628167, -25.51463682363143 45.18767241234519, -25.867015764006496 44.59631322069351, -26.49437810352319 44.60460917741706, -26.766316594692555 45.207703334907116, -26.412457184214926 45.79729490159955))","LINESTRING (-26.412457184214926 45.79729490159955, -25.788156640389417 45.78558208628167, -25.51463682363143 45.18767241234519, -25.867015764006496 44.59631322069351, -26.49437810352319 44.60460917741706, -26.766316594692555 45.207703334907116, -26.412457184214926 45.79729490159955)",POINT (-26.14086340877172 45.19584947284687),"(-26.140509532658605, 45.19768787362615)",-26.140509532658605,45.19768787362615
334,83a285fffffffff,83a285,"POLYGON ((-26.32166433671013 46.97582261293793, -25.70061527765279 46.96078412772301, -25.43298355243125 46.368323459659486, -25.788156640389417 45.78558208628167, -26.412457184214926 45.79729490159955, -26.678348025904103 46.39509847490274, -26.32166433671013 46.97582261293793))","LINESTRING (-26.32166433671013 46.97582261293793, -25.70061527765279 46.96078412772301, -25.43298355243125 46.368323459659486, -25.788156640389417 45.78558208628167, -26.412457184214926 45.79729490159955, -26.678348025904103 46.39509847490274, -26.32166433671013 46.97582261293793)",POINT (-26.05607605067533 46.37976815351589),"(-26.05571230733569, 46.38171096728111)",-26.05571230733569,46.38171096728111
335,83aa14fffffffff,83aa14,"POLYGON ((-25.816223896317993 68.07293596067625, -26.48659278801639 68.20466649321065, -26.718332531689327 68.92020712154707, -26.277220914133007 69.49888412094026, -25.60729915743421 69.36014640105779, -25.37800688163757 68.6496936704183, -25.816223896317993 68.07293596067625))","LINESTRING (-25.816223896317993 68.07293596067625, -26.48659278801639 68.20466649321065, -26.718332531689327 68.92020712154707, -26.277220914133007 69.49888412094026, -25.60729915743421 69.36014640105779, -25.37800688163757 68.6496936704183, -25.816223896317993 68.07293596067625)",POINT (-26.048195770669317 68.78456474674527),"(-26.04809358589951, 68.78495039598269)",-26.04809358589951,68.78495039598269
336,83ab86fffffffff,83ab86,"POLYGON ((-25.74839333691272 60.872877308686945, -26.41554524836808 60.962480901203705, -26.67965963023359 61.645738973631474, -26.27292354372668 62.23620393153731, -25.604374696543324 62.13918131399317, -25.343925000736704 61.45910074857267, -25.74839333691272 60.872877308686945))","LINESTRING (-25.74839333691272 60.872877308686945, -26.41554524836808 60.962480901203705, -26.67965963023359 61.645738973631474, -26.27292354372668 62.23620393153731, -25.604374696543324 62.13918131399317, -25.343925000736704 61.45910074857267, -25.74839333691272 60.872877308686945)",POINT (-26.011706875722748 61.55306459614687),"(-26.01162515573327, 61.552419861102074)",-26.01162515573327,61.552419861102074
337,83a2aafffffffff,83a2aa,"POLYGON ((-26.253795248655504 48.13131343697521, -25.618891306797448 48.11709487407974, -25.518003355696226 47.92590418342409, -25.342939943426522 47.534584820700715, -25.70061527765279 46.96078412772301, -26.32166433671013 46.97582261293793, -26.581619540306196 47.56791565252472, -26.253795248655504 48.13131343697521))","LINESTRING (-26.253795248655504 48.13131343697521, -25.618891306797448 48.11709487407974, -25.518003355696226 47.92590418342409, -25.342939943426522 47.534584820700715, -25.70061527765279 46.96078412772301, -26.32166433671013 46.97582261293793, -26.581619540306196 47.56791565252472, -26.253795248655504 48.13131343697521)",POINT (-25.966023193211125 47.54895654715311),"(-25.962349091586496, 47.55125023661272)",-25.962349091586496,47.55125023661272
338,83a2abfffffffff,83a2ab,"POLYGON ((-25.618891306797448 48.11709487407974, -26.253795248655504 48.13131343697521, -26.5586412681775 48.712945231013386, -26.223917493677728 49.2807694454396, -25.58478277302119 49.26002917705498, -25.284591453895327 48.67802472129793, -25.618891306797448 48.11709487407974))","LINESTRING (-25.618891306797448 48.11709487407974, -26.253795248655504 48.13131343697521, -26.5586412681775 48.712945231013386, -26.223917493677728 49.2807694454396, -25.58478277302119 49.26002917705498, -25.284591453895327 48.67802472129793, -25.618891306797448 48.11709487407974)",POINT (-25.92160971637344 48.69757174423255),"(-25.92154361022245, 48.695484976155655)",-25.92154361022245,48.695484976155655
339,83a2f6fffffffff,83a2f6,"POLYGON ((-25.58478277302119 49.26002917705498, -26.223917493677728 49.2807694454396, -26.52600737513731 49.87324778666628, -26.18431303385513 50.44509918227232, -25.541156807514703 50.41768650187918, -25.24370253166983 49.82512987075228, -25.58478277302119 49.26002917705498))","LINESTRING (-25.58478277302119 49.26002917705498, -26.223917493677728 49.2807694454396, -26.52600737513731 49.87324778666628, -26.18431303385513 50.44509918227232, -25.541156807514703 50.41768650187918, -25.24370253166983 49.82512987075228, -25.58478277302119 49.26002917705498)",POINT (-25.884827800945832 49.85117777359478),"(-25.8847600357015, 49.84918882870928)",-25.8847600357015,49.84918882870928
340,83ab80fffffffff,83ab80,"POLYGON ((-25.604374696543324 62.13918131399317, -26.27292354372668 62.23620393153731, -26.5315477448729 62.92568693951885, -26.11809505119894 63.51460642234391, -25.448474377718757 63.410206465486745, -25.193343463813175 62.72424644213383, -25.604374696543324 62.13918131399317))","LINESTRING (-25.604374696543324 62.13918131399317, -26.27292354372668 62.23620393153731, -26.5315477448729 62.92568693951885, -26.11809505119894 63.51460642234391, -25.448474377718757 63.410206465486745, -25.193343463813175 62.72424644213383, -25.604374696543324 62.13918131399317)",POINT (-25.862367105510646 62.825434968733056),"(-25.862286158995637, 62.82496669082634)",-25.862286158995637,62.82496669082634
341,83a2f0fffffffff,83a2f0,"POLYGON ((-25.541156807514703 50.41768650187918, -26.18431303385513 50.44509918227232, -26.483370298985534 51.048160718194474, -26.13465066296118 51.623613451472146, -25.487696298516372 51.58939023361247, -25.193243116882204 50.98655620264355, -25.541156807514703 50.41768650187918))","LINESTRING (-25.541156807514703 50.41768650187918, -26.18431303385513 50.44509918227232, -26.483370298985534 51.048160718194474, -26.13465066296118 51.623613451472146, -25.487696298516372 51.58939023361247, -25.193243116882204 50.98655620264355, -25.541156807514703 50.41768650187918)",POINT (-25.838260493034557 51.01924064608357),"(-25.83819196567569, 51.01735846041901)",-25.83819196567569,51.01735846041901
342,83aa15fffffffff,83aa15,"POLYGON ((-25.60729915743421 69.36014640105779, -26.277220914133007 69.49888412094026, -26.502640890930913 70.21677162360176, -26.055901892385563 70.7904979130523, -25.386760195222276 70.644920835601, -25.16354330313356 69.93240648854125, -25.60729915743421 69.36014640105779))","LINESTRING (-25.60729915743421 69.36014640105779, -26.277220914133007 69.49888412094026, -26.502640890930913 70.21677162360176, -26.055901892385563 70.7904979130523, -25.386760195222276 70.644920835601, -25.16354330313356 69.93240648854125, -25.60729915743421 69.36014640105779)",POINT (-25.833145981850592 70.07401900447753),"(-25.833040624073618, 70.0745890560715)",-25.833040624073618,70.0745890560715
343,83a2f1fffffffff,83a2f1,"POLYGON ((-25.487696298516372 51.58939023361247, -26.13465066296118 51.623613451472146, -26.430401894391792 52.23695554673604, -26.074620103461164 52.81555821636123, -25.424104738751335 52.774400305580045, -25.132912955605562 52.16160180065479, -25.487696298516372 51.58939023361247))","LINESTRING (-25.487696298516372 51.58939023361247, -26.13465066296118 51.623613451472146, -26.430401894391792 52.23695554673604, -26.074620103461164 52.81555821636123, -25.424104738751335 52.774400305580045, -25.132912955605562 52.16160180065479, -25.487696298516372 51.58939023361247)",POINT (-25.781593872926486 52.20104529967312),"(-25.78152531795498, 52.19927867369542)",-25.78152531795498,52.19927867369542
344,83a2c4fffffffff,83a2c4,"POLYGON ((-25.424104738751335 52.774400305580045, -26.074620103461164 52.81555821636123, -26.36679679126865 53.43883873448975, -26.00393531001306 54.02011572206794, -25.350109407657076 53.97191427479537, -25.062433800226124 53.34950242611914, -25.424104738751335 52.774400305580045))","LINESTRING (-25.424104738751335 52.774400305580045, -26.074620103461164 52.81555821636123, -26.36679679126865 53.43883873448975, -26.00393531001306 54.02011572206794, -25.350109407657076 53.97191427479537, -25.062433800226124 53.34950242611914, -25.424104738751335 52.774400305580045)",POINT (-25.71453641103004 53.395813069743205),"(-25.71446839485519, 53.39417058030445)",-25.71446839485519,53.39417058030445
